OTU_ID	kingdom	phylum	class	order	family	genus	species
OTU1730	k__Fungi	p__Ascomycota					
OTU1739	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Hypocreales	f__Hypocreaceae	g__Trichoderma	
OTU1751	k__Fungi						
OTU1814	k__Fungi						
OTU1824	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Hypocreales	f__Cordycipitaceae		
OTU1980	k__Fungi						
OTU1989	k__Fungi	p__Ascomycota					
OTU2030	k__Fungi						
OTU2046	k__Fungi	p__Glomeromycota	c__Archaeosporomycetes	o__Archaeosporales	f__Ambisporaceae	g__Ambispora	s__Ambispora_leptoticha
OTU2054	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Hypocreales			
OTU2215	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Helotiales	f__Helotiaceae	g__Geniculospora	s__Geniculospora_grandis
OTU2220	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Hypocreales	f__Nectriaceae		
OTU2254	k__Fungi						
OTU2327	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Hypocreales	f__Nectriaceae		
OTU2777	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales			
OTU2846	k__Fungi	p__Ascomycota					
OTU294	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Agaricales	f__Tricholomataceae		
OTU683	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales			
OTU712	k__Fungi						
OTU842	k__Fungi	p__Mucoromycota	c__Mucoromycetes	o__Mucorales	f__Lichtheimiaceae	g__Rhizomucor	s__unidentified
OTU899	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Sebacinales			
OTU922	k__Fungi	p__Glomeromycota					
OTU1000	k__Fungi	p__Basidiomycota	c__Agaricomycetes				
OTU1001	k__Fungi	p__Mucoromycota	c__Endogonomycetes	o__GS22	f__unidentified	g__unidentified	s__unidentified
OTU1004	k__Fungi						
OTU1026	k__Fungi	p__Ascomycota					
OTU103	k__Fungi	p__Ascomycota	c__Orbiliomycetes	o__Orbiliales	f__Orbiliaceae	g__Hyalorbilia	s__unidentified
OTU104	k__Fungi	p__Ascomycota	c__Eurotiomycetes	o__Eurotiales	f__Trichocomaceae	g__Talaromyces	s__Talaromyces_amestolkiae
OTU1047	k__Fungi	p__Mucoromycota	c__Endogonomycetes	o__GS22	f__unidentified	g__unidentified	s__unidentified
OTU1074	k__Fungi						
OTU108	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Chaetosphaeriales	f__Chaetosphaeriaceae	g__Chaetosphaeria	
OTU1089	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales			
OTU1097	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales			
OTU11	k__Fungi						
OTU1104	k__Fungi	p__Ascomycota					
OTU1105	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Xylariales			
OTU1106	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Venturiales	f__Venturiaceae	g__Venturia	
OTU1107	k__Fungi	p__Ascomycota					
OTU1108	k__Fungi	p__Ascomycota					
OTU1110	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales			
OTU1111	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Hypocreales	f__Ophiocordycipitaceae	g__Polycephalomyces	s__Polycephalomyces_cuboideus
OTU1113	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Cantharellales	f__Cantharellales_fam_Incertae_sedis	g__Sistotrema	s__Sistotrema_diademiferum
OTU1114	k__Fungi	p__Ascomycota	c__Leotiomycetes				
OTU1115	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Helotiales			
OTU1116	k__Fungi	p__Basidiomycota	c__Agaricomycetes				
OTU1117	k__Fungi	p__Ascomycota					
OTU1118	k__Fungi	p__Basidiomycota	c__Tremellomycetes	o__Tremellales	f__Trimorphomycetaceae	g__unidentified	s__unidentified
OTU1119	k__Fungi						
OTU1120	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Sebacinales	f__Serendipitaceae		
OTU1121	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Thelephorales	f__Thelephoraceae		
OTU1122	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	f__Teichosporaceae	g__Teichospora	
OTU1123	k__Fungi						
OTU1124	k__Fungi						
OTU1125	k__Fungi	p__Ascomycota	c__Xylonomycetes	o__GS34	f__unidentified	g__unidentified	s__unidentified
OTU1127	k__Fungi						
OTU1128	k__Fungi	p__Ascomycota	c__Saccharomycetes	o__Saccharomycetales	f__Saccharomycetales_fam_Incertae_sedis	g__Nadsonia	s__Nadsonia_fulvescens
OTU1129	k__Fungi	p__Ascomycota					
OTU1130	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Coniochaetales	f__Coniochaetaceae		
OTU1131	k__Fungi	p__Glomeromycota					
OTU1134	k__Fungi						
OTU1135	k__Fungi	p__Ascomycota	c__Orbiliomycetes	o__Orbiliales	f__Orbiliaceae		
OTU1136	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Trechisporales	f__Hydnodontaceae	g__Trechispora	
OTU1137	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Helotiales	f__Helotiales_fam_Incertae_sedis	g__Chalara	
OTU1138	k__Fungi	p__Mucoromycota	c__Umbelopsidomycetes	o__Umbelopsidales	f__Umbelopsidaceae	g__Umbelopsis	s__unidentified
OTU1139	k__Fungi	p__Ascomycota	c__Xylonomycetes	o__GS34	f__unidentified	g__unidentified	s__unidentified
OTU1141	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Hypocreales			
OTU1142	k__Fungi	p__Ascomycota					
OTU1143	k__Fungi	p__Ascomycota	c__Saccharomycetes	o__Saccharomycetales			
OTU1144	k__Fungi						
OTU1145	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Magnaporthales	f__Magnaporthaceae	g__Mycoleptodiscus	s__unidentified
OTU1147	k__Fungi	p__Basidiomycota	c__Agaricomycetes				
OTU1149	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Hypocreales			
OTU1150	k__Fungi						
OTU1151	k__Fungi	p__Basidiomycota	c__Agaricomycetes				
OTU1152	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Annulatascales	f__Annulatascaceae	g__Submersisphaeria	s__unidentified
OTU1153	k__Fungi						
OTU1155	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Agaricales	f__Entolomataceae	g__Entoloma	
OTU1156	k__Fungi	p__Mucoromycota	c__Mucoromycetes	o__Mucorales	f__Choanephoraceae	g__Blakeslea	s__Blakeslea_trispora
OTU1157	k__Fungi						
OTU1159	k__Fungi	p__Mucoromycota	c__Endogonomycetes	o__GS22	f__unidentified	g__unidentified	s__unidentified
OTU1160	k__Fungi	p__Ascomycota					
OTU1161	k__Fungi						
OTU1162	k__Fungi	p__Ascomycota					
OTU1163	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	f__Teichosporaceae	g__Teichospora	
OTU1164	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Helotiales			
OTU1165	k__Fungi	p__Ascomycota					
OTU1166	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Agaricales	f__Entolomataceae	g__Clitopilus	
OTU1167	k__Fungi	p__Ascomycota					
OTU1168	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Sordariomycetes_ord_Incertae_sedis	f__Sordariomycetes_fam_Incertae_sedis	g__Conlarium	
OTU1170	k__Fungi	p__Ascomycota	c__Saccharomycetes	o__Saccharomycetales	f__Debaryomycetaceae	g__Debaryomyces	
OTU1171	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	f__Teichosporaceae	g__Teichospora	
OTU1173	k__Fungi	p__Ascomycota	c__Dothideomycetes				
OTU1174	k__Fungi	p__Basidiomycota	c__Tremellomycetes	o__Tremellales	f__Trimorphomycetaceae		
OTU1175	k__Fungi	p__Ascomycota					
OTU1176	k__Fungi						
OTU1178	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Xylariales	f__Xylariaceae		
OTU1183	k__Fungi						
OTU1184	k__Fungi	p__Glomeromycota	c__Glomeromycetes	o__Glomerales	f__Glomeraceae	g__unidentified	s__unidentified
OTU1185	k__Fungi	p__Basidiomycota	c__Agaricomycetes				
OTU1186	k__Fungi	p__Basidiomycota					
OTU1187	k__Fungi	p__Ascomycota					
OTU1191	k__Fungi	p__Ascomycota					
OTU1192	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Sebacinales			
OTU1193	k__Fungi						
OTU1194	k__Fungi						
OTU1196	k__Fungi	p__Ascomycota					
OTU12	k__Fungi	p__Basidiomycota	c__Agaricomycetes				
OTU1200	k__Fungi	p__Mortierellomycota	c__Mortierellomycetes	o__Mortierellales	f__Mortierellaceae	g__Mortierella	s__Mortierella_parvispora
OTU1201	k__Fungi	p__Glomeromycota	c__Archaeosporomycetes	o__Archaeosporales			
OTU1202	k__Fungi	p__Basidiomycota	c__Tremellomycetes	o__Trichosporonales	f__Trichosporonaceae		
OTU1203	k__Fungi	p__Ascomycota					
OTU1207	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Glomerellales	f__Glomerellaceae	g__Colletotrichum	
OTU1208	k__Fungi						
OTU1209	k__Fungi	p__Ascomycota	c__Ascomycota_cls_Incertae_sedis	o__Ascomycota_ord_Incertae_sedis	f__Ascomycota_fam_Incertae_sedis	g__Monocillium	s__Monocillium_indicum
OTU1210	k__Fungi	p__Ascomycota					
OTU1212	k__Fungi						
OTU1215	k__Fungi						
OTU1216	k__Fungi	p__Glomeromycota	c__Glomeromycetes	o__Glomerales	f__Glomeraceae		
OTU1217	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Sordariomycetes_ord_Incertae_sedis	f__Sordariomycetes_fam_Incertae_sedis	g__Pleurophragmium	s__unidentified
OTU1219	k__Fungi						
OTU1221	k__Fungi	p__Glomeromycota					
OTU1222	k__Fungi						
OTU1227	k__Fungi	p__Glomeromycota					
OTU1229	k__Fungi	p__Glomeromycota	c__Archaeosporomycetes	o__Archaeosporales	f__unidentified	g__unidentified	s__unidentified
OTU1231	k__Fungi	p__Ascomycota	c__Sordariomycetes				
OTU1232	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Hypocreales	f__Hypocreaceae	g__Trichoderma	
OTU1234	k__Fungi	p__Ascomycota	c__Orbiliomycetes	o__Orbiliales	f__Orbiliaceae	g__Hyalorbilia	s__unidentified
OTU1237	k__Fungi	p__Ascomycota					
OTU1238	k__Fungi						
OTU1239	k__Fungi						
OTU1241	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Agaricales	f__Strophariaceae	g__Psilocybe	s__unidentified
OTU1242	k__Fungi	p__Ascomycota	c__Eurotiomycetes	o__Eurotiales	f__Aspergillaceae	g__Penicillium	s__unidentified
OTU1243	k__Fungi						
OTU1244	k__Fungi						
OTU1245	k__Fungi						
OTU1246	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	f__Pleosporales_fam_Incertae_sedis		
OTU1248	k__Fungi	p__Ascomycota					
OTU1249	Unclassified						
OTU1251	k__Fungi	p__Ascomycota					
OTU1252	k__Fungi						
OTU1253	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Corticiales	f__Corticiaceae	g__Scopuloides	s__Scopuloides_hydnoides
OTU1255	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Hypocreales	f__Nectriaceae	g__Cylindrocarpon	s__unidentified
OTU1257	k__Fungi	p__Ascomycota					
OTU1258	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Helotiales	f__Hyaloscyphaceae	g__Lachnum	
OTU1259	Unclassified						
OTU126	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Sordariales			
OTU1263	k__Fungi	p__Basidiomycota	c__Agaricomycetes				
OTU1264	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Xylariales			
OTU1267	k__Fungi	p__Basidiomycota	c__Agaricomycetes				
OTU1268	k__Fungi	p__Mucoromycota	c__Umbelopsidomycetes	o__Umbelopsidales	f__Umbelopsidaceae	g__Umbelopsis	s__unidentified
OTU1269	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Xylariales			
OTU1270	k__Fungi						
OTU1271	k__Fungi	p__Basidiomycota	c__Tremellomycetes	o__Trichosporonales	f__Trichosporonaceae	g__Trichosporon	s__Trichosporon_cutaneum
OTU1272	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Cantharellales	f__Ceratobasidiaceae	g__Ceratobasidium	s__Ceratobasidium_cornigerum
OTU1273	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Tremellodendropsidales	f__unidentified	g__unidentified	s__unidentified
OTU1274	k__Fungi						
OTU1276	k__Fungi	p__Glomeromycota					
OTU1277	k__Fungi	p__Mucoromycota	c__Endogonomycetes	o__GS22	f__unidentified	g__unidentified	s__unidentified
OTU1279	k__Fungi	p__Mucoromycota	c__Endogonomycetes	o__Endogonales	f__Endogonaceae	g__Endogone	s__unidentified
OTU1281	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Helotiales			
OTU1283	k__Fungi	p__Basidiomycota	c__Agaricomycetes				
OTU1284	k__Fungi	p__Mucoromycota					
OTU1285	k__Fungi	p__Mucoromycota	c__Mucoromycetes	o__Mucorales	f__Mucoraceae	g__Mucor	s__Mucor_circinelloides
OTU1287	k__Fungi	p__Ascomycota					
OTU1289	k__Fungi						
OTU1290	k__Fungi	p__Ascomycota					
OTU1291	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Atheliales	f__Atheliaceae	g__Athelia	
OTU1292	k__Fungi						
OTU1295	k__Fungi						
OTU1296	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Agaricales	f__Tricholomataceae	g__Clitocybe	s__Clitocybe_metachroides
OTU1298	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Dothideales	f__Dothideaceae	g__Endoconidioma	s__Endoconidioma_populi
OTU1299	k__Fungi	p__Mucoromycota	c__Mucoromycetes	o__Mucorales	f__Mucoraceae	g__Mucor	s__Mucor_moelleri
OTU1301	k__Fungi	p__Ascomycota					
OTU1302	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Agaricales	f__Marasmiaceae	g__Marasmius	s__unidentified
OTU1304	k__Fungi	p__Ascomycota					
OTU1305	k__Fungi						
OTU1306	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Agaricales			
OTU1307	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales			
OTU1308	k__Fungi	p__Ascomycota					
OTU131	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Hypocreales	f__Ophiocordycipitaceae	g__Tolypocladium	
OTU1310	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Capnodiales	f__Teratosphaeriaceae	g__Devriesia	s__Devriesia_americana
OTU1311	k__Fungi						
OTU1312	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Helotiales	f__Hyaloscyphaceae	g__Lachnum	
OTU1314	k__Fungi	p__Glomeromycota	c__Glomeromycetes	o__Glomerales	f__Glomeraceae	g__unidentified	s__unidentified
OTU1315	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Russulales	f__Lachnocladiaceae	g__Asterostroma	
OTU1316	k__Fungi						
OTU1317	k__Fungi						
OTU1318	k__Fungi	p__Ascomycota					
OTU1319	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	f__Tetraplosphaeriaceae	g__Tetraplosphaeria	s__Tetraplosphaeria_sasicola
OTU1320	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Hypocreales			
OTU1321	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Xylariales	f__Xylariaceae		
OTU1322	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Helotiales			
OTU1323	k__Fungi						
OTU1324	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Myriangiales	f__unidentified	g__unidentified	s__unidentified
OTU1325	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Xylariales			
OTU1326	k__Fungi	p__Ascomycota					
OTU1327	k__Fungi						
OTU1331	k__Fungi	p__Ascomycota					
OTU1332	k__Fungi	p__Ascomycota	c__Eurotiomycetes	o__Eurotiales	f__Aspergillaceae		
OTU1333	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Xylariales	f__Xylariales_fam_Incertae_sedis	g__Hansfordia	s__Hansfordia_pulvinata
OTU1334	k__Fungi	p__Ascomycota					
OTU1335	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Agaricales	f__Hygrophoraceae	g__Hygrocybe	s__Hygrocybe_helobia
OTU1336	k__Fungi	p__Ascomycota	c__Orbiliomycetes	o__Orbiliales	f__Orbiliaceae	g__Gamsylella	s__Gamsylella_gephyropaga
OTU1337	k__Fungi	p__Glomeromycota	c__Archaeosporomycetes	o__Archaeosporales			
OTU1338	k__Fungi						
OTU1340	k__Fungi						
OTU1341	k__Fungi	p__Ascomycota					
OTU1342	k__Fungi	p__Ascomycota					
OTU1343	k__Fungi						
OTU1345	k__Fungi	p__Ascomycota					
OTU1347	k__Fungi	p__Ascomycota					
OTU1348	k__Fungi						
OTU1349	k__Fungi						
OTU1353	k__Fungi	p__Ascomycota					
OTU1354	k__Fungi	p__Ascomycota	c__Eurotiomycetes	o__Eurotiales			
OTU1356	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Magnaporthales	f__Magnaporthaceae		
OTU1357	k__Fungi	p__Ascomycota					
OTU1359	k__Fungi	p__Ascomycota	c__Eurotiomycetes	o__Eurotiales	f__Trichocomaceae	g__Talaromyces	s__Talaromyces_varians
OTU1360	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales			
OTU1361	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Sebacinales	f__unidentified	g__unidentified	s__unidentified
OTU1362	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Hypocreales	f__Nectriaceae	g__Gibberella	
OTU1363	k__Fungi	p__Basidiomycota					
OTU1364	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Glomerellales	f__Plectosphaerellaceae	g__Plectosphaerella	
OTU1365	k__Fungi	p__Basidiomycota	c__Tremellomycetes	o__Tremellales	f__Rhynchogastremataceae	g__Papiliotrema	s__Papiliotrema_fuscus
OTU1367	k__Fungi						
OTU1368	k__Fungi	p__Ascomycota					
OTU1369	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Agaricales	f__Omphalotaceae	g__Rhodocollybia	s__Rhodocollybia_butyracea_f._asema
OTU1370	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Hypocreales	f__Hypocreaceae	g__Trichoderma	
OTU1371	k__Fungi						
OTU1372	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Capnodiales			
OTU1373	k__Fungi	p__Mucoromycota	c__Mucoromycetes	o__Mucorales	f__Mucoraceae	g__Mucor	s__Mucor_nidicola
OTU1376	k__Fungi						
OTU1377	k__Fungi						
OTU1378	k__Fungi	p__Ascomycota					
OTU1379	k__Fungi	p__Ascomycota					
OTU1380	k__Fungi	p__Ascomycota	c__Dothideomycetes				
OTU1381	k__Fungi	p__Ascomycota					
OTU1382	k__Fungi	p__Ascomycota	c__Saccharomycetes	o__Saccharomycetales	f__Saccharomycetaceae	g__Vanderwaltozyma	s__unidentified
OTU1384	k__Fungi	p__Ascomycota					
OTU1385	k__Fungi	p__Ascomycota					
OTU1386	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Hypocreales	f__Nectriaceae	g__Gibberella	s__Gibberella_tricincta
OTU1387	k__Fungi						
OTU1388	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Capnodiales	f__Neodevriesiaceae	g__Neodevriesia	
OTU1389	k__Fungi	p__Basidiomycota	c__Tremellomycetes	o__Tremellales			
OTU1390	k__Fungi	p__Basidiomycota	c__Tremellomycetes	o__Tremellales	f__Rhynchogastremataceae	g__Papiliotrema	s__Papiliotrema_laurentii
OTU1391	k__Fungi	p__Ascomycota	c__Sordariomycetes				
OTU1392	k__Fungi						
OTU1393	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Capnodiales			
OTU1394	k__Fungi	p__Ascomycota	c__Sordariomycetes				
OTU1395	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Agaricales	f__Clavariaceae	g__Camarophyllopsis	s__unidentified
OTU1396	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Helotiales	f__Hyaloscyphaceae	g__Hyaloscypha	
OTU1397	k__Fungi	p__Ascomycota	c__Saccharomycetes	o__Saccharomycetales	f__Saccharomycetales_fam_Incertae_sedis	g__Candida	s__Candida_pseudolambica
OTU1398	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales			
OTU1399	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Trechisporales	f__Hydnodontaceae		
OTU1400	k__Fungi						
OTU1401	k__Fungi						
OTU1404	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Helotiales			
OTU1405	k__Fungi	p__Mucoromycota	c__Endogonomycetes	o__GS21	f__unidentified	g__unidentified	s__unidentified
OTU1406	k__Fungi						
OTU1407	k__Fungi	p__Basidiomycota					
OTU1408	k__Fungi	p__Ascomycota	c__Eurotiomycetes	o__Phaeomoniellales			
OTU1409	k__Fungi	p__Ascomycota	c__Dothideomycetes				
OTU1410	k__Fungi						
OTU1412	k__Fungi						
OTU1414	k__Fungi						
OTU1416	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	f__Leptosphaeriaceae		
OTU1417	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Capnodiales	f__Dissoconiaceae	g__Ramichloridium	s__Ramichloridium_luteum
OTU1418	k__Fungi						
OTU142	k__Fungi	p__Ascomycota	c__Sordariomycetes				
OTU1420	k__Fungi	p__Basidiomycota					
OTU1423	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Helotiales			
OTU1424	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Glomerellales	f__Glomerellaceae	g__Colletotrichum	s__Colletotrichum_anthrisci
OTU1425	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Geastrales	f__Sphaerobolaceae	g__Sphaerobolus	s__Sphaerobolus_stellatus
OTU1426	k__Fungi						
OTU1429	k__Fungi	p__Mucoromycota	c__Endogonomycetes	o__GS21	f__unidentified	g__unidentified	s__unidentified
OTU1430	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Polyporales	f__Coriolaceae	g__Trametes	s__Trametes_versicolor
OTU1431	k__Fungi	p__Basidiomycota	c__Agaricomycetes				
OTU1432	k__Fungi						
OTU1434	k__Fungi	p__Ascomycota					
OTU1435	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Hypocreales	f__Stachybotryaceae	g__Myrothecium	s__unidentified
OTU1436	k__Fungi	p__Ascomycota					
OTU1437	k__Fungi	p__Mortierellomycota	c__Mortierellomycetes	o__Mortierellales	f__Mortierellaceae	g__Mortierella	
OTU1438	k__Fungi	p__Ascomycota	c__Lecanoromycetes				
OTU1439	k__Fungi	p__Glomeromycota	c__Glomeromycetes	o__Glomerales	f__Glomeraceae		
OTU1442	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Hypocreales			
OTU1443	k__Fungi	p__Basidiomycota	c__Tremellomycetes	o__Tremellales	f__Bulleribasidiaceae	g__Derxomyces	
OTU1444	k__Fungi						
OTU1445	k__Fungi	p__Ascomycota					
OTU1446	k__Fungi	p__Ascomycota					
OTU1447	k__Fungi	p__Ascomycota					
OTU1448	k__Fungi	p__Basidiomycota	c__Agaricomycetes				
OTU1449	k__Fungi						
OTU1450	k__Fungi						
OTU1453	k__Fungi						
OTU1454	k__Fungi						
OTU1455	k__Fungi	p__Mucoromycota	c__Endogonomycetes	o__GS21	f__unidentified	g__unidentified	s__unidentified
OTU1456	k__Fungi	p__Ascomycota					
OTU1457	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Sebacinales	f__Serendipitaceae	g__Serendipita	s__unidentified
OTU1458	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	f__Pleosporaceae	g__Alternaria	
OTU1459	k__Fungi	p__Mucoromycota	c__Endogonomycetes	o__GS21	f__unidentified	g__unidentified	s__unidentified
OTU1460	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Hypocreales			
OTU1461	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Capnodiales			
OTU1463	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	f__Didymellaceae		
OTU1464	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Sordariales	f__Chaetomiaceae	g__Chaetomium	s__Chaetomium_funicola
OTU1465	k__Fungi	p__Basidiomycota	c__Agaricomycetes				
OTU1466	k__Fungi						
OTU1467	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__GS29	f__unidentified	g__unidentified	s__unidentified
OTU1468	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Helotiales	f__Dermateaceae		
OTU1469	k__Fungi						
OTU1470	k__Fungi	p__Ascomycota					
OTU1471	k__Fungi	p__Ascomycota	c__Dothideomycetes				
OTU1472	k__Fungi						
OTU1473	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Agaricales			
OTU1474	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Hypocreales	f__Hypocreaceae	g__Trichoderma	
OTU1477	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Helotiales			
OTU1478	k__Fungi						
OTU1479	k__Fungi						
OTU1480	k__Fungi	p__Mucoromycota	c__Endogonomycetes	o__GS22	f__unidentified	g__unidentified	s__unidentified
OTU1481	k__Fungi						
OTU1482	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Helotiales			
OTU1483	k__Fungi	p__Ascomycota					
OTU1484	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Hypocreales	f__Nectriaceae	g__Fusicolla	s__Fusicolla_violacea
OTU1485	k__Fungi	p__Basidiomycota	c__Agaricomycetes				
OTU1486	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Helotiales	f__Helotiales_fam_Incertae_sedis	g__Acephala	s__unidentified
OTU1487	k__Fungi						
OTU1488	k__Fungi						
OTU1489	k__Fungi						
OTU149	k__Fungi	p__Ascomycota	c__Eurotiomycetes	o__Eurotiales	f__Aspergillaceae	g__Penicillium	s__unidentified
OTU1490	k__Fungi	p__Basidiomycota	c__Agaricomycetes				
OTU1491	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales			
OTU1492	k__Fungi						
OTU1493	k__Fungi						
OTU1495	k__Fungi						
OTU1496	k__Fungi	p__Mucoromycota	c__Endogonomycetes	o__GS21	f__unidentified	g__unidentified	s__unidentified
OTU1497	k__Fungi						
OTU1498	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Dothideales	f__Aureobasidiaceae	g__Aureobasidium	s__Aureobasidium_pullulans
OTU1499	k__Fungi	p__Mortierellomycota	c__Mortierellomycetes	o__Mortierellales	f__Mortierellaceae	g__Mortierella	s__Mortierella_amoeboidea
OTU150	k__Fungi	p__Ascomycota	c__Eurotiomycetes				
OTU1502	k__Fungi						
OTU1503	Unclassified						
OTU1505	k__Fungi	p__Ascomycota					
OTU1506	k__Fungi	p__Ascomycota	c__Orbiliomycetes	o__Orbiliales	f__Orbiliales_fam_Incertae_sedis	g__Tridentaria	s__Tridentaria_implicans
